Project,StationCode,Sample Year,SampleDate,Replicate,UniqueID,CollectionTime,CollectionMethod_BMI,UniqueID_CSCI,CSCI Score,So Cal IBI,North Coast IBI,UniqueID_IPI,IPI,UniqueID_ASCI,ASCIdiatom,ASCIsba,ASCIhybrid,D18,H20,S2,CRAM,Mean Water Alkalinity Total (mg/L),Mean Water Dissolved Oxygen (mg/L),Mean Water pH,Mean Water Specific Conductivity (uS/cm),Mean Water Temperature (C),Mean Water Temperature (F),Mean Water Turbidity (NTU)
BASMAA_Historic_SEC,206SON015,2006,1/5/2006,1,,,BMI_RWB,206SON015_38722_BMI_Reach-WideBenthos1,0.715598,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_TMDL_2011,206SON019,2011,9/14/2011,1,206SON01940800,,NA,NA,,,,206SON019_9/14/2011_RWQCB2,0.75,206SON019_14-Sep-11_1,0.5322924545818,NA,NA,34,NA,NA,,,7.19,7.77,488,18.4,65.2,-3.8
RWB2_TMDL_2012,206SON019,2012,8/23/2012,1,206SON01941144,,NA,NA,,,,206SON019_8/23/2012_RWQCB2,0.85,NA,,,,NA,NA,NA,,220,5.44,7.67,491,18.3,65,1.83
BASMAA_Historic_SEC,206SON080,2000,6/28/2000,1,,,BMI_CSBP_Trans,206SON080_36705_BMI_CSBP_Transects1,0.919593,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON080,2001,6/14/2001,1,,,BMI_CSBP_Trans,206SON080_37056_BMI_CSBP_Transects1,0.903198,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON080,2002,5/13/2002,1,,,BMI_CSBP_Trans,206SON080_37389_BMI_CSBP_Transects1,0.982257,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON080,2006,1/4/2006,1,,,BMI_RWB,206SON080_38721_BMI_Reach-WideBenthos1,0.897687,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON138,2001,6/19/2001,1,,,BMI_CSBP_Trans,206SON150_37061_BMI_CSBP_Transects1,0.859066,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON138,2002,5/13/2002,1,,,BMI_CSBP_Trans,206SON150_37389_BMI_CSBP_Transects1,0.93498,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON138,2006,1/6/2006,1,,,BMI_RWB,206SON150_38723_BMI_Reach-WideBenthos1,0.936245,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_TMDL_2011,206SON140,2011,9/13/2011,1,206SON14040799,,NA,NA,,,,206SON140_9/13/2011_RWQCB2,0.81,206SON140_13-Sep-11_1,0.567175607223325,NA,NA,34,NA,NA,,,9.09,8.01,449,17.7,63.9,-4.7
RWB2_TMDL_2012,206SON140,2012,8/28/2012,1,206SON14041149,,NA,NA,,,,206SON140_8/28/2012_RWQCB2,0.9,NA,,,,NA,NA,NA,,240,8.8,8.08,497,18.3,65,1.67
BASMAA_Historic_SEC,206SON155,2000,6/28/2000,1,,,BMI_CSBP_Trans,206SON160_36705_BMI_CSBP_Transects1,1.106754,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON155,2001,6/6/2001,1,,,BMI_CSBP_Trans,206SON160_37048_BMI_CSBP_Transects1,1.066243,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON155,2002,5/13/2002,1,,,BMI_CSBP_Trans,206SON160_37389_BMI_CSBP_Transects1,0.913346,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON155,2006,1/3/2006,1,,,BMI_RWB,206SON155_38720_BMI_Reach-WideBenthos1,0.927725,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_TMDL_2011,206SON155,2011,9/6/2011,1,206SON16040792,,NA,NA,,,,206SON155_9/6/2011_RWQCB2,0.92,NA,,,,40,NA,NA,,,9.2,8.14,474,16.5,61.7,-0.6
RWB2_TMDL_2012,206SON155,2012,8/22/2012,1,206SON16041143,,NA,NA,,,,206SON155_8/22/2012_RWQCB2,0.91,NA,,,,NA,NA,NA,,280,8.18,8.09,494,17,62.7,1.79
BASMAA_Historic_SEC,206SON170,2000,6/28/2000,1,,,BMI_CSBP_Trans,206SON170_36705_BMI_CSBP_Transects1,1.054646,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON170,2001,6/4/2001,1,,,BMI_CSBP_Trans,206SON170_37046_BMI_CSBP_Transects1,1.061623,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON170,2002,5/13/2002,1,,,BMI_CSBP_Trans,206SON170_37389_BMI_CSBP_Transects1,0.780438,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON170,2006,1/2/2006,1,,,BMI_RWB,206SON170_38719_BMI_Reach-WideBenthos1,1.087665,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON170,2006,1/2/2006,2,,,BMI_RWB,206SON170_38719_BMI_Reach-WideBenthos2,1.061682,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_TMDL_2011,206SON210,2011,9/7/2011,1,206SON21040793,,NA,NA,,,,206SON210_9/7/2011_RWQCB2,0.92,206SON210_7-Sep-11_1,0.472863849680349,NA,NA,50,NA,NA,,,9.79,8.07,473,15.5,60,-1.1
RWB2_TMDL_2012,206SON210,2012,8/8/2012,1,206SON21041129,,NA,NA,,,,206SON210_8/8/2012_RWQCB2,1.01,NA,,,,NA,NA,NA,,320,9.09,8.05,483,15.4,59.7,0.57
RWB2_TMDL_2011,206SON260,2011,8/30/2011,1,206SON26040785,,NA,NA,,,,206SON260_8/30/2011_RWQCB2,0.88,206SON260_30-Aug-11_1,0.718591723715727,NA,NA,52,NA,NA,,,7.12,7.7,307,15.3,59.5,1.5
RWB2_TMDL_2012,206SON260,2012,9/6/2012,1,206SON26041158,,NA,NA,,,,206SON260_9/6/2012_RWQCB2,0.97,NA,,,,NA,NA,NA,,160,7.76,7.97,273,14,57.3,2.81
BASMAA_Historic_SEC,206SON300,2000,6/28/2000,1,,,BMI_CSBP_Trans,206SON300_36705_BMI_CSBP_Transects1,1.000633,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON300,2001,5/30/2001,1,,,BMI_CSBP_Trans,206SON300_37041_BMI_CSBP_Transects1,0.949981,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON300,2002,5/13/2002,1,,,BMI_CSBP_Trans,206SON300_37389_BMI_CSBP_Transects1,1.015083,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206SON300,2006,1/1/2006,1,,,BMI_RWB,206SON300_38718_BMI_Reach-WideBenthos1,0.791004,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
IBIRCMSE,206SON300,2009,3/20/2009,1,,,BMI_TRC,206SON300_3/20/2009_BMI_TRC_IBIRCMSE_R1,1.051455,,,NA,,206SON300_3/20/2009_1,0.562188597,0.679687976,0.791258273,,,,,NA,NA,NA,NA,NA,NA,NA
SWB_RCMP_2009,206SON300,2009,7/14/2009,1,206SON30040008,1/0/1900,BMI_RWB,206SON300_7/14/2009_BMI_RWB_SWB_RCMP_2009_R1,0.984232,85.3,73.65,206SON300_7/14/2009,1.09,206SON300_14-Jul-09_1,0.730356634923318,0.704335996703003,0.698952788101666,68,51,28,73,225,6.7,7.9,189.8,16.5,61.7,0.71
RWB2_TMDL_2011,206SON300,2011,8/10/2011,1,206SON30040765,,NA,NA,,,,206SON300_8/10/2011_RWQCB2,0.95,206SON300_10-Aug-11_1,0.741521654242677,NA,NA,70,NA,NA,,,9.9,8.82,373,14.4,58,0.4
RWB2_TMDL_2012,206SON300,2012,9/5/2012,1,206SON30041157,,NA,NA,,,,206SON300_9/5/2012_RWQCB2,0.83,NA,,,,NA,NA,NA,,260,10.11,8.16,368,13.6,56.4,0.95
RWB2_TMDL_2011,206SON320,2011,8/1/2011,1,206SON32040756,,NA,NA,,,,206SON320_8/1/2011_RWQCB2,1.12,206SON320_1-Aug-11_1,0.921062619947794,NA,NA,56,NA,NA,,,8.92,7.94,420,14.8,58.6,0.8
RWB2_TMDL_2012,206SON320,2012,8/13/2012,1,206SON32041134,,NA,NA,,,,206SON320_8/13/2012_RWQCB2,0.89,NA,,,,NA,NA,NA,,300,5.76,7.7,371,15.9,60.6,0.51
RWB2_Status_Yr1,206SPA020,2001,5/2/2001,1,206SPA02037013,1/0/1900,BMI_CSBP_Trans,206SPA020_5/2/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.396074,10,9,NA,,NA,,,,NA,NA,NA,,NR,NR,7.87,1546,15.58,60.044,6.2
BASMAA_Historic_CCCWP,206SPA020,2005,6/2/2005,1,,,BMI_TRC,206SPA020_38505_BMI_TargetedRiffleComposite1,0.470674,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA020,2006,5/10/2006,1,,,BMI_TRC,206SPA020_38847_BMI_TargetedRiffleComposite1,0.578087,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA020,2007,4/27/2007,1,,,BMI_CSBP_Comp,206SPA020_39199_BMI_CSBP_Composite1,0.255431,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA050,2001,5/2/2001,1,206SPA05037013,1/0/1900,BMI_CSBP_Trans,206SPA050_5/2/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.449925,20.33333333,16.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA070,2001,5/2/2001,1,206SPA07037013,1/0/1900,BMI_CSBP_Trans,206SPA070_5/2/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.42464,12.66666667,20.33333333,NA,,NA,,,,NA,NA,NA,,NR,NR,7.61,1540,15.14,59.252,6.5
BASMAA_Historic_CCCWP,206SPA070,2005,6/2/2005,1,,,BMI_TRC,206SPA070_38505_BMI_TargetedRiffleComposite1,0.469139,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA070,2006,6/7/2006,1,,,BMI_TRC,206SPA070_38875_BMI_TargetedRiffleComposite1,0.857615,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA070,2007,4/27/2007,1,,,BMI_CSBP_Comp,206SPA070_39199_BMI_CSBP_Composite1,0.3766,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA070,2008,5/11/2008,1,,,BMI_CSBP_Comp,206SPA070_39579_BMI_CSBP_Composite1,0.485528,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA070,2011,5/7/2011,1,,,BMI_CSBP_Comp,206SPA070_40670_BMI_CSBP_Composite1,0.329142,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA100,2001,5/3/2001,1,206SPA10037014,1/0/1900,BMI_CSBP_Trans,206SPA100_5/3/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.382574,15.33333333,14.66666667,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA110,2001,5/3/2001,1,206SPA11037014,1/0/1900,BMI_CSBP_Trans,206SPA110_5/3/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.403282,16,10,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA110,2005,5/13/2005,1,,,BMI_TRC,206SPA110_38485_BMI_TargetedRiffleComposite1,0.398865,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA110,2006,5/15/2006,1,,,BMI_TRC,206SPA110_38852_BMI_TargetedRiffleComposite1,0.231657,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA124,2005,6/3/2005,1,,,BMI_TRC,206SPA124_38506_BMI_TargetedRiffleComposite1,0.324761,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA124,2006,5/24/2006,1,,,BMI_TRC,206SPA124_38861_BMI_TargetedRiffleComposite1,0.351803,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA124,2007,6/1/2007,1,,,BMI_CSBP_Comp,206SPA124_39234_BMI_CSBP_Composite1,0.341124,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA124,2008,5/3/2008,1,,,BMI_CSBP_Comp,206SPA124_39571_BMI_CSBP_Composite1,0.41153,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA130,2001,5/3/2001,1,206SPA13037014,1/0/1900,BMI_CSBP_Trans,206SPA130_5/3/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.471251,20.66666667,17.33333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA130,2005,5/13/2005,1,,,BMI_TRC,206SPA130_38485_BMI_TargetedRiffleComposite1,0.406064,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA130,2006,5/15/2006,1,,,BMI_TRC,206SPA130_38852_BMI_TargetedRiffleComposite1,0.306331,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA130,2007,4/26/2007,1,,,BMI_CSBP_Comp,206SPA130_39198_BMI_CSBP_Composite1,0.532562,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA130,2008,4/26/2008,1,,,BMI_CSBP_Comp,206SPA130_39564_BMI_CSBP_Composite1,0.416148,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA130,2009,6/14/2009,1,,,BMI_CSBP_Comp,206SPA130_39978_BMI_CSBP_Composite1,0.511037,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA130,2009,6/14/2009,2,,,BMI_CSBP_Comp,206SPA130_39978_BMI_CSBP_Composite2,0.548379,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA132,2006,5/2/2006,1,,,BMI_TRC,206SPA132_38839_BMI_TargetedRiffleComposite1,0.142981,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA133,2008,5/22/2008,1,,,BMI_CSBP_Comp,206SPA133_39590_BMI_CSBP_Composite1,0.39651,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA133,2009,5/10/2009,1,,,BMI_CSBP_Comp,206SPA133_39943_BMI_CSBP_Composite1,0.338419,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA134,2005,5/31/2005,1,,,BMI_TRC,206SPA134_38503_BMI_TargetedRiffleComposite1,0.392944,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA134,2006,5/24/2006,1,,,BMI_TRC,206SPA134_38861_BMI_TargetedRiffleComposite1,0.290137,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA134,2007,4/26/2007,1,,,BMI_CSBP_Comp,206SPA134_39198_BMI_CSBP_Composite1,0.416148,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA134,2008,5/22/2008,1,,,BMI_CSBP_Comp,206SPA134_39590_BMI_CSBP_Composite1,0.381938,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA134,2008,5/22/2008,2,,,BMI_CSBP_Comp,206SPA134_39590_BMI_CSBP_Composite2,0.402979,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA140,2001,5/3/2001,1,206SPA14037014,1/0/1900,BMI_CSBP_Trans,206SPA140_5/3/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.752685,59,50.33333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA150,2001,5/3/2001,1,206SPA15037014,1/0/1900,BMI_CSBP_Trans,206SPA150_5/3/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.841566,70.66666667,66,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA160,2001,5/3/2001,1,206SPA16037014,1/0/1900,BMI_CSBP_Trans,206SPA160_5/3/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.761535,66.33333333,59.33333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA170,2001,5/4/2001,1,206SPA17037015,1/0/1900,BMI_CSBP_Trans,206SPA170_5/4/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.444092,33.66666667,18,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA175,2009,5/16/2009,1,,,BMI_CSBP_Comp,206SPA175_39949_BMI_CSBP_Composite1,0.329531,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA175,2010,6/27/2010,1,,,BMI_CSBP_Comp,206SPA175_40356_BMI_CSBP_Composite1,0.551227,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA190,2009,5/16/2009,1,,,BMI_CSBP_Comp,206SPA190_39949_BMI_CSBP_Composite1,0.435752,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA190,2010,6/19/2010,1,,,BMI_CSBP_Comp,206SPA190_40348_BMI_CSBP_Composite1,0.511326,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA200,2001,5/4/2001,1,206SPA20037015,1/0/1900,BMI_CSBP_Trans,206SPA200_5/4/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.365346,20.33333333,11,NA,,NA,,,,NA,NA,NA,,NR,NR,8.12,1995,16.24,61.232,5.3
RWB2_Status_Yr1,206SPA220,2001,5/4/2001,1,206SPA22037015,1/0/1900,BMI_CSBP_Trans,206SPA220_5/4/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.415047,18.66666667,16.66666667,NA,,NA,,,,NA,NA,NA,,NR,NR,8.49,950,16.53,61.754,2.6
BASMAA_Historic_CCCWP,206SPA220,2008,5/25/2008,1,,,BMI_CSBP_Comp,206SPA220_39593_BMI_CSBP_Composite1,0.375776,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
RWB2_Status_Yr1,206SPA240,2001,5/4/2001,1,206SPA24037015,1/0/1900,BMI_CSBP_Trans,206SPA240_5/4/2001_BMI_CSBP_Trans_RWB2_Status_Yr1_R1,0.350768,23.66666667,11.33333333,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA240,2006,5/25/2006,1,,,BMI_TRC,206SPA240_38862_BMI_TargetedRiffleComposite1,0.389579,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA240,2007,6/2/2007,1,,,BMI_CSBP_Comp,206SPA240_39235_BMI_CSBP_Composite1,0.433606,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA240,2008,5/24/2008,1,,,BMI_CSBP_Comp,206SPA240_39592_BMI_CSBP_Composite1,0.370411,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_CCCWP,206SPA240,2009,5/23/2009,1,,,BMI_CSBP_Comp,206SPA240_39956_BMI_CSBP_Composite1,0.388437,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206SPN600,2001,4/22/2001,1,,,BMI_CSBP_Trans,206SPN600_37003_BMI_CSBP_Transects1,0.493389,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206SPN600,2003,4/30/2003,1,,,BMI_CSBP_Trans,206SPN600_37741_BMI_CSBP_Transects1,0.473081,,,NA,,NA,,,,NA,NA,NA,,NA,9.14,NA,NA,11.8,NA,NA
BASMAA_Historic_SEC,206STU800,2000,6/28/2000,1,,,BMI_CSBP_Trans,206STU800_36705_BMI_CSBP_Transects1,1.015055,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206STU800,2001,6/22/2001,1,,,BMI_CSBP_Trans,206STU800_37064_BMI_CSBP_Transects1,0.920098,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206STU800,2002,5/13/2002,1,,,BMI_CSBP_Trans,206STU800_37389_BMI_CSBP_Transects1,1.081484,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_SEC,206STU800,2006,1/8/2006,1,,,BMI_RWB,206STU800_38725_BMI_Reach-WideBenthos1,0.752486,,,NA,,NA,,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
IBIRCMSE,206STU800,2009,3/20/2009,1,,,BMI_TRC,206STU800_3/20/2009_BMI_TRC_IBIRCMSE_R1,1.12893,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA
BASMAA_Historic_ICARE,206SUL450,2003,4/21/2003,1,,,BMI_CSBP_Trans,206SUL450_37732_BMI_CSBP_Transects1,0.917356,,,NA,,NA,,,,NA,NA,NA,,NA,10.23,NA,NA,11.9,NA,NA
BASMAA_Historic_ICARE,206SUL510,2000,4/27/2000,1,,,BMI_CSBP_Trans,206SUL510_36643_BMI_CSBP_Transects1,0.981741,,,NA,,NA,,,,NA,NA,NA,,NA,10.7,NA,NA,14.3,NA,NA
RWB2_NapaRiv_BA_2021,206SUL510,2021,5/20/2021,1,,1/0/1900,BMI_RWB,206SUL510_2021_T_ABA_10990_BMI_RWB_1,0.703666191432745,,,206SUL510_5/20/2021_ICARE,1.12,206SUL510_5/20/2021_1,0.864103130692025,NA,NA,,,,,,9.52,7.78,530,12.8,55,
RWB2_NapaRiv_BA_2021,206SUL510,2021,5/20/2021,2,,1/0/1900,BMI_RWB,206SUL510_2021_T_ABA_10972_BMI_RWB_2,0.626565626951763,,,206SUL510_5/20/2021_ICARE,1.12,206SUL510_5/20/2021_2,0.813038898462873,NA,NA,,,,,,9.52,7.78,530,12.8,55,
BASMAA_Historic_ICARE,206SUL650,2002,4/23/2002,1,,,BMI_CSBP_Trans,206SUL650_37369_BMI_CSBP_Transects1,0.979889,,,NA,,NA,,,,NA,NA,NA,,NA,9.75,NA,NA,16.5,NA,NA
BASMAA_Historic_ICARE,206SUL800,2001,4/19/2001,1,,,BMI_CSBP_Trans,206SUL800_37000_BMI_CSBP_Transects1,1.108713,,,NA,,NA,,,,NA,NA,NA,,NA,9.65,NA,NA,11.1,NA,NA
BASMAA_Historic_ICARE,206SUS220,2004,4/26/2004,1,,,BMI_CSBP_Trans,206SUS220_38103_BMI_CSBP_Transects1,0.661865,,,NA,,NA,,,,NA,NA,NA,,NA,9.02,NA,NA,17.9,NA,NA
BASMAA_Historic_ICARE,206SUS300,2002,4/24/2002,1,,,BMI_CSBP_Trans,206SUS300_37370_BMI_CSBP_Transects1,0.860314,,,NA,,NA,,,,NA,NA,NA,,NA,9.67,NA,NA,13.5,NA,NA
BASMAA_Historic_ICARE,206SUS300,2006,5/1/2006,1,,,BMI_CSBP_Trans,206SUS300_38838_BMI_CSBP_Transects1,0.947253,,,NA,,NA,,,,NA,NA,NA,,NA,9.71,NA,NA,15.7,NA,NA
BASMAA_Historic_ICARE,206SUS300,2006,5/1/2006,2,,,BMI_CSBP_Trans,206SUS300_38838_BMI_CSBP_Transects2,0.852125,,,NA,,NA,,,,NA,NA,NA,,NA,9.71,NA,NA,15.7,NA,NA
BASMAA_Historic_ICARE,206SUS400,2004,4/28/2004,1,,,BMI_CSBP_Trans,206SUS400_38105_BMI_CSBP_Transects1,0.892788,,,NA,,NA,,,,NA,NA,NA,,NA,6.06,NA,NA,19.3,NA,NA
BASMAA_Historic_ICARE,206TUL030,2002,5/2/2002,1,,,BMI_CSBP_Trans,206TUL030_37378_BMI_CSBP_Transects1,0.46577,,,NA,,NA,,,,NA,NA,NA,,NA,7.45,NA,NA,13.9,NA,NA
RWB2_TMDL_2011,206TUL030,2011,8/15/2011,1,206TUL03040770,,NA,NA,,,,206TUL030_8/15/2011_RWQCB2,0.94,206TUL030_15-Aug-11_1,0.610690494767126,NA,NA,40,NA,NA,,,3.56,6.6,317,15.5,59.8,0
RWB2_TMDL_2012,206TUL030,2012,8/21/2012,1,206TUL03041142,,NA,NA,,,,206TUL030_8/21/2012_RWQCB2,0.93,NA,,,,NA,NA,NA,,140,2.57,6.61,323,15.9,60.7,1.9
BASMAA_Historic_ICARE,206TUL043,2000,4/29/2000,1,,,BMI_CSBP_Trans,206TUL043_36645_BMI_CSBP_Transects1,0.756189,,,NA,,NA,,,,NA,NA,NA,,NA,7.6,NA,NA,14,NA,NA
BASMAA_Historic_ICARE,206TUL043,2001,4/17/2001,1,,,BMI_CSBP_Trans,206TUL043_36998_BMI_CSBP_Transects1,0.88571,,,NA,,NA,,,,NA,NA,NA,,NA,9.48,NA,NA,14.5,NA,NA
