StationCode,StationName,Old_StaCode,Other_StaCode,Creek,Watershed,Sitedescri,SiteStatus_Final,FlowStatus_Final,GIS_Fails,SiteStatus_Rationale,FlowStatus_Rationale,SiteStatus_2017,FlowStatus_2014,SiteStatus_2013,FlowStatus_2013,BPJ_Nonref,TargetLatitude,TargetLongitude,Datum,Old_Lat,Old_Long,New_Lat,New_Long,hasWS
206SON138,Sonoma Creek at Watershed Station downstream of Harney St.,206SON150,,Sonoma Creek,Sonoma Creek,Sonoma Creek at Watershed Station downstream of Harney St.,Non-reference,P,7,,,Intermediate,P,Intermediate,P,FALSE,38.349095,-122.513959,,38.349095,-122.513959,38.349095,-122.513959,TRUE
206SON140,Sonoma Creek near Sonoma Ecology Center,206SON140,,,,,Non-reference,P,6,,near site already known,,,,,FALSE,38.3507,-122.5162667,WGS84,,,38.3507,-122.5162667,FALSE
206SON155,Sonoma Creek 330m d/s of Calabazas confluence,206SON160,,Sonoma Creek,Sonoma Creek,Sonoma Creek 330m d/s of Calabazas confluence,Non-reference,P,7,,,Intermediate,P,Intermediate,P,FALSE,38.359482,-122.524981,NAD83,38.359482,-122.524981,38.35950721,-122.52475,TRUE
206SON170,Sonoma Creek at Warm Springs Road,206SON170,,Sonoma Creek,Sonoma Creek,Sonoma Creek at Warm Springs Road,Non-reference,P,7,,,Stressed,P,Stressed,P,FALSE,38.404661,-122.551276,NAD83,38.404661,-122.551276,38.404661,-122.551276,TRUE
206SON210,Sonoma Creek at 986 Warm Springs Road,206SON210,,,,,Non-reference,P,14,,near site already known,,,,,FALSE,38.40492,-122.55097,WGS84,,,38.40492,-122.55097,FALSE
206SON260,Sonoma Creek at Hwy 12 near Hoff St,206SON260,,,,,Non-reference,NP,12,,gauge,,,,,FALSE,38.41879,-122.56145,WGS84,,,38.41879,-122.56145,FALSE
206SON300,Sonoma Creek below Adobe Cyn. Rd.,206SON300,,Sonoma Creek,Sonoma Creek,NA,Reference,P,1,,,Reference,P,Intermediate,P,FALSE,38.44264,-122.53139,NAD83,38.442702,-122.530699,38.44270224,-122.5306991,TRUE
206SON320,Sonoma Creek above tent park near white barn (headwaters),206SON320,,,,,Non-reference,NP,0,grazing and poor road xings directly upstream,Mike Napolitano BPJ,,,,,FALSE,38.43597,-122.50745,WGS84,,,38.43597,-122.50745,FALSE
206SPA020,3rd St. Bridge,206SPA020,,San Pablo Creek,San Pablo Creek,NA,Non-reference,P,7,,,Stressed,P,Stressed,P,FALSE,37.9675,-122.36583,NR,37.967675,-122.366051,37.967675,-122.366051,TRUE
206SPA050,20th St. at Road 20,206SPA050,,San Pablo Creek,San Pablo Creek,NA,Non-reference,P,7,,,Stressed,P,Stressed,P,FALSE,37.96334,-122.34834,NR,37.962813,-122.346409,37.962813,-122.346409,TRUE
206SPA070,Cemetery Bridge,206SPA070,,San Pablo Creek,San Pablo Creek,NA,Non-reference,P,7,,,Stressed,P,Stressed,P,FALSE,37.96278,-122.33278,NR,37.962799,-122.331983,37.962799,-122.331983,TRUE
206SPA100,Appian Way,206SPA100,,Appian Creek,San Pablo Creek,NA,Non-reference,P,4,,,Stressed,P,Stressed,P,FALSE,37.96992,-122.30829,NR,37.970192,-122.306251,37.970192,-122.306251,TRUE
206SPA110,De Anza School,206SPA110,,Wilkie Creek,San Pablo Creek,NA,Non-reference,P,4,,,Stressed,P,Stressed,P,FALSE,37.96889,-122.29042,NR,37.968927,-122.290172,37.968927,-122.290172,TRUE
206SPA124,San Pablo Creek 350m d/s of May Rd.,206SPA124,,San Pablo Creek,San Pablo Creek,San Pablo Creek 350m d/s of May Rd.,Non-reference,P,7,,,Stressed,P,Stressed,P,FALSE,37.966736,-122.300002,NAD83,37.966736,-122.300002,37.966736,-122.300002,TRUE
206SPA130,Castro Ranch,206SPA130,,Castro Creek,San Pablo Creek,NA,Non-reference,P,4,,,Stressed,P,Stressed,P,FALSE,37.95592,-122.26992,NR,37.955958,-122.269685,37.955958,-122.269685,TRUE
206SPA132,Unnamed tributary at 27 Oak Cr Rd at Clay,206SPA132,,?,San Pablo Creek,Unnamed tributary at 27 Oak Cr Rd at Clay,Non-reference,NP,0,BMP Fail,,Intermediate,NP,Reference,NP,TRUE,37.95267808,-122.2779194,NAD83,37.952678,-122.277919,37.952678,-122.277919,TRUE
206SPA133,Castro Creek at Castro Ranch Rd. u/s of Olinda/Hillside,206SPA133,,Castro Creek,San Pablo Creek,Castro Creek at Castro Ranch Rd. u/s of Olinda/Hillside,Non-reference,P,12,,near site already known,,,,,FALSE,37.956043,-122.269734,NAD83,37.956043,-122.269734,37.956043,-122.269734,TRUE
206SPA134,San Pablo Creek at Stanley Ln,206SPA134,,San Pablo Creek,San Pablo Creek,San Pablo Creek at Stanley Ln,Non-reference,P,7,,,Intermediate,P,Intermediate,P,FALSE,37.952388,-122.268306,NAD83,37.952388,-122.268306,37.952388,-122.268306,TRUE
206SPA140,Xmas Tree Farm,206SPA140,,Bear Creek,San Pablo Creek,NA,Non-reference,NP,2,,,Intermediate,NP,Intermediate,NP,FALSE,37.92194,-122.16333,NR,37.922007,-122.163556,37.922007,-122.163556,TRUE
206SPA150,Briones 1,206SPA150,,Bear Creek,San Pablo Creek,NA,Reference,NP,0,,,Reference,NP,Reference,NP,FALSE,37.92611,-122.15889,NR,37.926116,-122.158655,37.926116,-122.158655,TRUE
206SPA160,Briones 2,206SPA160,,Bear Creek,San Pablo Creek,NA,Reference,NP,0,,,Reference,NP,Reference,P,FALSE,37.92722,-122.1525,NR,37.927553,-122.1523,37.927553,-122.1523,TRUE
206SPA170,Bear Creek Road,206SPA170,,San Pablo Creek,San Pablo Creek,NA,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.90111,-122.20722,NR,37.901498,-122.207083,37.901498,-122.207083,TRUE
206SPA175,San Pablo Creek at Wagner Ranch Nature Area,206SPA175,,San Pablo Creek,San Pablo Creek,San Pablo Creek at Wagner Ranch Nature Area,Non-reference,P,14,,map view,,,,,FALSE,37.89966,-122.20531,NAD83,37.89966,-122.20531,37.89966,-122.20531,TRUE
206SPA190,San Pablo Creek at EBMUD Orinda Treatment Plant,206SPA190,,San Pablo Creek,San Pablo Creek,San Pablo Creek at EBMUD Orinda Treatment Plant,Non-reference,P,15,,near site already known,,,,,FALSE,37.89163,-122.1996,NAD83,37.89163,-122.1996,37.89163,-122.1996,TRUE
206SPA200,Lauterwasser Creek,206SPA200,,Lauterwasser Creek,San Pablo Creek,NA,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.89139,-122.19389,NR,37.891294,-122.193922,37.891294,-122.193922,FALSE
206SPA220,Orinda Village,206SPA220,,San Pablo Creek,San Pablo Creek,NA,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.88611,-122.19278,NR,37.886098,-122.192963,37.886098,-122.192963,TRUE
206SPA240,Camino Encinas,206SPA240,,San Pablo Creek,San Pablo Creek,Camino Encinas,Non-reference,P,4,,,Stressed,P,Stressed,P,FALSE,37.8725,-122.17861,NR,37.8725,-122.17861,37.8725,-122.17861,TRUE
206SPN600,"Spencer Creek, 3.3km above confluence with Tulucay Creek",206TUL130,,Spencer Creek,Napa River,"Spencer Creek, 3.3km above confluence with Tulucay Creek",Non-reference,NP,0,BPJ,,Intermediate,NP,Intermediate,NP,TRUE,38.278716,-122.208079,NAD83,38.278716,-122.208079,38.278716,-122.208079,TRUE
206STU800,Stuart Creek 100m downstream of Maple Glen Ranch Rd.,206SON220,,Stuart Creek,Sonoma Creek,Stuart Creek 100m downstream of Maple Glen Ranch Rd.,Non-reference,P,0,"5-10% ag in watershed, mostly vineyards",,Intermediate,P,Reference,P,FALSE,38.384839,-122.483088,NAD83,38.384839,-122.483088,38.384839,-122.483088,TRUE
206SUL450,"Sulfur Creek, 450m US of Valley View St.",206SUL450,,Sulfur Creek,Napa River,"Sulfur Creek, 450m US of Valley View St.",Non-reference,NP,5,,map view,,,,,FALSE,38.491975,-122.473526,NAD83,38.491975,-122.473526,38.491975,-122.473526,TRUE
206SUL510,"Sulfur Creek, 230m above confluence with Heath Canyon Creek",206SUL050,,Sulfur Creek,Napa River,"Sulfur Creek, 230m above confluence with Heath Canyon Creek",Non-reference,P,1,,Napa RCD map,Intermediate,P,Intermediate,P,FALSE,38.487668,-122.481693,NAD83,38.487668,-122.481693,38.487668,-122.481693,TRUE
206SUL650,"Sulfur Creek, 1.3km above confluence with Heath Canyon Creek",206SUL650,,Sulfur Creek,Napa River,"Sulfur Creek, 1.3km above confluence with Heath Canyon Creek",Non-reference,P,0,drains vineyard,Napa RCD map,,,,,FALSE,38.48852,-122.49362,NAD83,38.48852,-122.49362,38.48852,-122.49362,TRUE
206SUL800,"Sulfur Creek, below confluence with Sulfur Creek N. Fork",206SUL060,,Sulfur Creek,Napa River,"Sulfur Creek, below confluence with Sulfur Creek N. Fork",Non-reference,P,0,20% Ag?! Huge vineyards,Napa RCD map,Intermediate,P,Reference,P,FALSE,38.489154,-122.508115,NAD83,38.489154,-122.508115,38.489154,-122.508115,TRUE
206SUS220,"Suscol Creek, 320m US of  HWY 12",206SUS220,,Suscol Creek,Napa River,"Suscol Creek, 320m US of  HWY 12",Non-reference,NP,0,drains vineyard,map view,,,,,FALSE,38.242829,-122.265422,NAD83,38.242829,-122.265422,38.242829,-122.265422,TRUE
206SUS300,"Suscol Creek, directly above Soscol Creek Rd crossing, 1km US of  HWY 12",206SUS300,,Suscol Creek,Napa River,"Suscol Creek, directly above Soscol Creek Rd crossing, 1km US of  HWY 12",Non-reference,NP,0,drains vineyard,map view,,,,,FALSE,38.24358,-122.258713,NAD83,38.24358,-122.258713,38.24358,-122.258713,TRUE
206SUS400,"Suscol Creek, 1.8km US of HWY 12",206SUS400,,Suscol Creek,Napa River,"Suscol Creek, 1.8km US of HWY 12",Non-reference,NP,0,drains vineyard,map view,,,,,FALSE,38.244019,-122.250378,NAD83,38.244019,-122.250378,38.244019,-122.250378,TRUE
206TUL030,Tulucay Creek at Terrace Court,206TUL030,,Tulucay Creek,Napa River,Tulucay Creek at Terrace Court,Non-reference,NP,15,,Napa RCD map,,,,,FALSE,38.28852,-122.26935,WGS84,38.28852,-122.26935,38.28852,-122.26935,TRUE
206TUL043,Tulucay Creek at Shurtleff Ave.,206TUL075,,Tulucay Creek,Napa River,Tulucay Creek at Shurtleff Ave.,Non-reference,NP,5,,Napa RCD map,Intermediate,P,Intermediate,P,FALSE,38.2897,-122.2653167,WGS84,38.2897,-122.265317,38.2897,-122.265317,TRUE
206TUL080,Tulucay Creek 100ft US of 4th Ave,,,Tulucay Creek,Napa River,,Non-reference,NP,4,,Napa RCD map,,,,,FALSE,38.291609,-122.24145,WGS84,,,38.29174496,-122.2415492,TRUE
206TUL120,Spencer Creek ~0.8mi above Green Valley Rd.,206TUL120,,Spencer Creek,Napa River,NA,Reference,NP,0,,Napa RCD map,Reference,P,Reference,P,FALSE,38.283767,-122.21725,NAD83,38.284614,-122.217541,38.284614,-122.217541,TRUE
206WAL010,"Walsh Creek, parallel to American Canyon Creek, between HWY 29 and Danrose Rd",206WAL010,,Walsh Creek,Napa River,"Walsh Creek, parallel to American Canyon Creek, between HWY 29 and Danrose Rd",Non-reference,NP,11,,map view,,,,,FALSE,38.16143,-122.25372,NAD83,38.16143,-122.25372,38.16143,-122.25372,TRUE
206WCC600,"Wing Canyon Creek at Enchanted Hills Camp, 220m DS of Mt Veeder Rd.",206DRY080,,Wing Canyon Creek,Napa River,"Wing Canyon Creek at Enchanted Hills Camp, 220m DS of Mt Veeder Rd.",Non-reference,NP,0,"Roads, houses, and vineayrds immediatey upstream.",,Intermediate,NP,Reference,NP,FALSE,38.379428,-122.427705,NAD83,38.379428,-122.427705,38.379428,-122.427705,TRUE
206WIL030,3rd St.,206WIL030,,Wildcat Creek,Wildcat Creek,3rd St.,Non-reference,NP,6,,field obs,Stressed,P,Stressed,P,FALSE,37.96027,-122.3675,NR,37.96027,-122.3675,37.96027,-122.3675,TRUE
206WIL050,Davis Park,206WIL050,,Wildcat Creek,Wildcat Creek,Davis Park,Non-reference,NP,6,,,Stressed,NP,Stressed,NP,FALSE,37.96136,-122.3525,NR,37.96136,-122.3525,37.96136,-122.3525,TRUE
206WIL058,Wildcat Creek at Church Lane by Senior Center,206WIL058,,Wildcat Creek,Wildcat Creek,Wildcat Creek at Church Lane by Senior Center,Non-reference,NP,14,,field obs,,,,,FALSE,37.9584383,-122.342097,NAD83,37.958438,-122.342097,37.958438,-122.342097,TRUE
206WIL060,Vale Road,206WIL060,,Wildcat Creek,Wildcat Creek,Vale Road,Non-reference,NP,7,,field obs,Stressed,P,Stressed,P,FALSE,37.95319,-122.33836,NR,37.95319,-122.33836,37.95319,-122.33836,TRUE
206WIL070,Alvarado Park,206WIL070,,Wildcat Creek,Wildcat Creek,Alvarado Park,Non-reference,NP,6,,field obs,Stressed,P,Stressed,P,FALSE,37.95233,-122.32038,NR,37.95233,-122.32038,37.95233,-122.32038,TRUE
206WIL100,Jewel Lake Outlet,206WIL100,,Wildcat Creek,Wildcat Creek,NA,Non-reference,NP,4,,field obs,Intermediate,P,Intermediate,P,FALSE,37.91306,-122.27,NR,37.913105,-122.269795,37.913105,-122.269795,TRUE
206WIL130,Lone Oak (130),206WIL130,,Wildcat Creek,Wildcat Creek,Lone Oak (130),Non-reference,P,3,,,Stressed,P,Stressed,P,FALSE,37.90361,-122.25889,NR,37.90631,-122.25889,37.90631,-122.25889,TRUE
206WIL170,Botanic Garden,206WIL170,,Wildcat Creek,Wildcat Creek,NA,Non-reference,P,2,,,Intermediate,P,Intermediate,P,FALSE,37.89339,-122.24339,NR,37.893323,-122.24309,37.893323,-122.24309,TRUE
206WIL180,Big Springs Picnic Area,206WIL180,,?,Wildcat Creek,Big Springs Picnic Area,Non-reference,NP,1,,,Intermediate,NP,Intermediate,NP,FALSE,37.88944,-122.23361,NR,37.88944,-122.23361,37.88944,-122.23361,TRUE
206WIL190,Possum Picnic Area,206WIL190,,Wildcat Creek,Wildcat Creek,NA,Non-reference,NP,3,,,Intermediate,NP,Intermediate,NP,FALSE,37.884449,-122.22949,NR,37.884504,-122.229385,37.884504,-122.229385,TRUE
206YOR010,,206YOR010,,,,,Non-reference,P,5,,,Intermediate,P,Intermediate,P,FALSE,38.5115,-122.478333,,,,38.5115,-122.478333,FALSE
206YOR200,"York Creek, DS of HWY 29",206YOR005,,York Creek,Napa River,"York Creek, DS of HWY 29",Non-reference,P,5,,,Intermediate,P,Intermediate,P,FALSE,38.5115,-122.478333,NAD83,38.5115,-122.478333,38.5115,-122.478333,TRUE
206YOR600,"York Creek, DS of Upper York Creek Dam",206YOR600,,York Creek,Napa River,"York Creek, DS of Upper York Creek Dam",Non-reference,P,3,,Napa RCD map,,,,,FALSE,38.513591,-122.502713,NAD83,38.513591,-122.502713,38.513591,-122.502713,TRUE
206YOR610,"York Creek, US of Upper York Creek Dam",206YOR610,,York Creek,Napa River,"York Creek, US of Upper York Creek Dam",Non-reference,P,2,,Napa RCD map,,,,,FALSE,38.514812,-122.504779,NAD83,38.514812,-122.504779,38.514812,-122.504779,TRUE
206YOR850,Unnamed trib of York Creek at Palmer Dr.,206YOR850,,Unamed trib of York Creek,Napa River,Unnamed trib of York Creek at Palmer Dr.,Non-reference,NP,2,,Napa RCD map,,,,,FALSE,38.503582,-122.486608,NAD83,38.503582,-122.486608,38.503582,-122.486608,TRUE
207ALH020,Alhambra Creek above Susana St.,207ALH020,,Alhambra Creek,Alhambra Creek,Alhambra Creek above Susana St.,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,38.013339,-122.132502,NAD83,38.013339,-122.132502,38.013339,-122.132502,TRUE
207ALH030,Alhambra Creek between Soto and Allen streets,207ALH030,,Alhambra Creek,Alhambra Creek,Alhambra Creek between Soto and Allen streets,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,38.011553,-122.129187,NAD83,38.011553,-122.129187,38.011553,-122.129187,TRUE
207ALH040,Alhambra Creek at Flora St.,207ALH040,,Alhambra Creek,Alhambra Creek,Alhambra Creek at Flora St.,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,38.005984,-122.129984,NAD83,38.005984,-122.129984,38.005984,-122.129984,TRUE
207ALH050,Alhambra Creek at Martinez Adult School,207ALH050,,Alhambra Creek,Alhambra Creek,Alhambra Creek at Martinez Adult School,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,38.000519,-122.129758,NAD83,38.000519,-122.129758,38.000519,-122.129758,TRUE
207ALH060,Alhambra Creek below Alhambra Way,207ALH060,,Alhambra Creek,Alhambra Creek,Alhambra Creek below Alhambra Way,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.99924427,-122.1303898,NAD83,37.999244,-122.13039,37.999244,-122.13039,TRUE
207ALH070,Franklin Creek at John Muir House,207ALH070,,Franklin Creek,Alhambra Creek,Franklin Creek at John Muir House,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.991265,-122.1325,NAD83,37.991265,-122.1325,37.991265,-122.1325,TRUE
207ALH080,Franklin Creek at 1530 Franklin Canyon Road,207ALH080,,Franklin Creek,Alhambra Creek,Franklin Creek at 1530 Franklin Canyon Road,Non-reference,NP,4,,BPJ,Intermediate,P,Intermediate,P,FALSE,37.988305,-122.137921,NAD83,37.988305,-122.137921,37.988305,-122.137921,TRUE
207ALH090,Franklin Creek at Walcott Lane,207ALH090,,Franklin Creek,Alhambra Creek,Franklin Creek at Walcott Lane,Non-reference,NP,4,,BPJ,Stressed,P,Stressed,P,FALSE,37.998105,-122.156511,NAD83,37.998105,-122.156511,37.998105,-122.156511,TRUE
207ALH100,Franklin Creek 260m u/s of McHarry Ranch Rd.,207ALH100,,Franklin Creek,Alhambra Creek,Franklin Creek 260m u/s of McHarry Ranch Rd.,Non-reference,NP,4,,,Intermediate,NP,Intermediate,NP,FALSE,38.00159896,-122.1675202,NAD83,38.001599,-122.16752,38.001599,-122.16752,TRUE
207ALH110,Alhambra Creek u/s of Arroyo del Hambre confluence,207ALH110,,Alhambra Creek,Alhambra Creek,Alhambra Creek u/s of Arroyo del Hambre confluence,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.995284,-122.130953,NAD83,37.995284,-122.130953,37.995284,-122.130953,TRUE
207ALH130,Alhambra Creek d/s of Arroyo del Hambre confluence,207ALH130,,Alhambra Creek,Alhambra Creek,Alhambra Creek d/s of Arroyo del Hambre confluence,Non-reference,P,5,,,Intermediate,P,Intermediate,P,FALSE,37.974491,-122.125948,NAD83,37.974491,-122.125948,37.974491,-122.125948,TRUE
207ALH140,Alhambra Creek 200m u/s of Wanda Way,207ALH140,,Alhambra Creek,Alhambra Creek,Alhambra Creek 200m u/s of Wanda Way,Non-reference,P,4,,,Intermediate,P,Intermediate,P,FALSE,37.971375,-122.12551,NAD83,37.971375,-122.12551,37.971375,-122.12551,TRUE
207ALH150,Arroyo del Hambre directly u/s of Alhambra Valley Rd. xing and Alhambra Creek confluence,207ALH150,,Arroyo del Hambre,Alhambra Creek,Arroyo del Hambre directly u/s of Alhambra Valley Rd. xing and Alhambra Creek confluence,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.972743,-122.127129,NAD83,37.972743,-122.127129,37.972743,-122.127129,TRUE
207ALH160,Arroyo del Hambre at Castle Creek Ct,207ALH160,,Arroyo del Hambre,Alhambra Creek,Arroyo del Hambre at Castle Creek Ct,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.966647,-122.130309,NAD83,37.966647,-122.130309,37.966647,-122.130309,TRUE
207ALH170,Arroyo del Hambre 175m d/s of Alhambra Creek Rd.,207ALH170,,Arroyo del Hambre,Alhambra Creek,Arroyo del Hambre 175m d/s of Alhambra Creek Rd.,Non-reference,P,2,,,Intermediate,P,Intermediate,P,FALSE,37.96472,-122.146211,NAD83,37.96472,-122.146211,37.96472,-122.146211,TRUE
207CE0058,San Ramon Creek ~0.4mi below Green Valley Creek,207CE0058,,San Ramon Creek,Walnut Creek,NA,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.82743,-122.00496,NAD83,37.827697,-122.005353,37.827697,-122.005353,TRUE
207CE0166,Grayson Creek ~0.3mi above Concord Avenue,207CE0166,,Grayson Creek,Walnut Creek,NA,Non-reference,P,7,,,Stressed,P,Stressed,P,FALSE,37.97194444,-122.0661111,NAD83,37.971979,-122.066162,37.971979,-122.066162,TRUE
207CE0230,San Ramon Creek ~0.3mi above Stone Valley Rd,207CE0230,,San Ramon Creek,Walnut Creek,NA,Non-reference,P,6,,,Stressed,P,Stressed,P,FALSE,37.85472222,-122.03,NAD83,37.85522,-122.03027,37.85522,-122.03027,TRUE
207CE0326,Las Trampas Creek ~0.9mi above Tice Creek,207CE0326,,Las Trampas Creek,Walnut Creek,NA,Non-reference,P,7,,,Stressed,P,Stressed,P,FALSE,37.88944444,-122.0705556,NAD83,37.88954,-122.069692,37.88954,-122.069692,TRUE
207CE0486,Bollinger Canyon Creek ~3.5mi above Crow Canyon Road,207CE0486,,Bolinger Creek,Walnut Creek,NA,Non-reference,P,1,,,Intermediate,P,Intermediate,P,FALSE,37.80305556,-122.0380556,NAD83,37.80298,-122.034287,37.80298,-122.034287,TRUE
207CE0550,Walnut Creek ~0.7mi below Concord Ave,207CE0550,,Walnut Creek,Walnut Creek,NA,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.97055556,-122.0519444,NAD83,37.969593,-122.05375,37.969593,-122.05375,TRUE
207CE0614,Trampas Creek ~0.3mi below St. Marys Rd.,207CE0614,,Las Trampas Creek,Walnut Creek,NA,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.88305556,-122.0988889,NAD83,37.882383,-122.100227,37.882383,-122.100227,TRUE
207CE0678,Grayson Creek below Chilpancingo Prkwy,207CE0678,,Grayson Creek,Walnut Creek,Grayson Creek below Chilpancingo Prkwy,Non-reference,P,16,,near site already known,,,,,FALSE,37.97611111,-122.0677778,NAD83,37.97604,-122.068,37.97604,-122.068,TRUE
207CE0742,Tice Creek ~0.25mi below Montecillo Dr.,207CE0742,,Tice Creek,Walnut Creek,NA,Non-reference,P,5,,,Stressed,P,Stressed,P,FALSE,37.87527778,-122.0619444,NAD83,37.874211,-122.061525,37.874211,-122.061525,TRUE
207EDW010,Edwards Creek below J. Swett High School,207EDW010,,Edwards Creek,?,Edwards Creek below J. Swett High School,Non-reference,P,4,,,Stressed,P,Stressed,P,FALSE,38.05473479,-122.2218308,NAD83,38.054735,-122.221831,38.054735,-122.221831,TRUE
207GVC800,"Green Valley Creek,1.3km upstrm of NHD 24k/100k ReachCode 18050001000809 confluence; RMC 207R00156",207GVC800,207R00156,Green Valley Creek,,"Green Valley Creek,1.3km upstrm of NHD 24k/100k ReachCode 18050001000809 confluence; RMC 207R00156",Reference,NP,0,"didn't pass for ag and urbn, but there is none",USGS lines,,,,,FALSE,38.28568,-122.17095,NAD83,,,38.28568,-122.17095,FALSE
207KIR040,Kirker Creek 160m d/s of Loveridge Rd,207KIR040,,Kirker Creek,Kirker Creek,Kirker Creek 160m d/s of Loveridge Rd,Non-reference,NP,12,,map view,,,,,FALSE,38.0147127,-121.8579738,NAD83,38.014713,-121.857974,38.014713,-121.857974,TRUE
207KIR085,Kirker Creek  d/s of Garcia Avenue,207KIR085,,Kirker Creek,Kirker Creek,Kirker Creek  d/s of Garcia Avenue,Non-reference,NP,5,,,Stressed,NP,Stressed,NP,FALSE,38.01173629,-121.8768904,NAD83,38.011736,-121.87689,38.011736,-121.87689,TRUE
207KIR090,East Leland,207KIR090,,Kirker Creek,Kirker Creek,NA,Non-reference,NP,5,,,Stressed,NP,Stressed,NP,FALSE,38.00975,-121.87983,NR,38.00967,-121.879678,38.00967,-121.879678,FALSE
207KIR095,"Kirker Creek u/sof EBMUD pipeline, behind Fox Creek Apartments",207KIR095,,Kirker Creek,Kirker Creek,"Kirker Creek u/sof EBMUD pipeline, behind Fox Creek Apartments",Non-reference,NP,5,,,Stressed,NP,Stressed,NP,FALSE,38.00759998,-121.8817418,NAD83,38.0076,-121.881742,38.0076,-121.881742,TRUE
207KIR110,Buchanan Park,207KIR110,,Kirker Creek,Kirker Creek,NA,Non-reference,NP,6,,map view,Stressed,P,Stressed,P,FALSE,38.00088,-121.88808,NR,38.000866,-121.888335,38.000866,-121.888335,TRUE
207KIR115,Kirker Creek Apartments,207KIR115,,Kirker Creek,Kirker Creek,NA,Non-reference,NP,5,,map view,Intermediate,P,Intermediate,P,FALSE,37.99101,-121.89457,NR,37.99076,-121.894545,37.99076,-121.894545,TRUE
207KRCK03,Kirker Creek below Loveridge Rd,207KRCK03,,Kirker Creek,Kirker Creek,Kirker Creek below Loveridge Rd,Non-reference,NP,12,,map view,,,,,FALSE,38.01465,-121.85811,NR,38.01465,-121.85811,38.01465,-121.85811,TRUE
207KRCK04,Kirker Creek below Pittsburg Antioch Hwy,207KRCK04,,Kirker Creek,Kirker Creek,Kirker Creek below Pittsburg Antioch Hwy,Non-reference,NP,13,,map view,,,,,FALSE,38.01832,-121.86893,NR,38.0176,-121.86956,38.0176,-121.86956,TRUE
207KRCK05,Kirker Creek ~0.3mi below Hwy 4,207KRCK05,,Kirker Creek,Kirker Creek,Kirker Creek ~0.3mi below Hwy 4,Non-reference,NP,13,,map view,,,,,FALSE,38.01649,-121.86965,NR,38.01649,-121.86965,38.01649,-121.86965,TRUE
207KRCK06,Kirker Creek below East Leland Rd.,207KRCK06,,Kirker Creek,Kirker Creek,Kirker Creek below East Leland Rd.,Non-reference,NP,12,,near site already known,,,,,FALSE,38.01065,-121.87904,NR,38.01065,-121.87904,38.01065,-121.87904,TRUE
207KRCK07,Kirker Creek above East Leland Rd.,207KRCK07,,Kirker Creek,Kirker Creek,Kirker Creek above East Leland Rd.,Non-reference,NP,11,,near site already known,,,,,FALSE,38.00779,-121.88177,NR,38.00779,-121.88177,38.00779,-121.88177,FALSE
207KRCK08,Kirker Creek ~0.7mi below Buchanan Rd,207KRCK08,,Kirker Creek,Kirker Creek,Kirker Creek ~0.7mi below Buchanan Rd,Non-reference,NP,11,,map view,,,,,FALSE,38.00512,-121.88454,NR,38.00512,-121.88454,38.00512,-121.88454,TRUE
207KRCK09,Kirker Creek ~0.3mi below Buchanan Rd,207KRCK09,,Kirker Creek,Kirker Creek,Kirker Creek ~0.3mi below Buchanan Rd,Non-reference,NP,13,,map view,,,,,FALSE,38.00124,-121.88774,NR,38.00124,-121.88774,38.00124,-121.88774,TRUE
207KRCK10,Kirker Creek ~0.2mi below Buchanan Rd,207KRCK10,,Kirker Creek,Kirker Creek,Kirker Creek ~0.2mi below Buchanan Rd,Non-reference,NP,13,,map view,,,,,FALSE,38.00018,-121.88905,NR,38.00018,-121.88905,38.00018,-121.88905,TRUE
207KRCK11,Kirker Creek below Buchanan Rd,207KRCK11,,Kirker Creek,Kirker Creek,Kirker Creek below Buchanan Rd,Non-reference,NP,11,,map view,,,,,FALSE,37.99846,-121.89131,NR,37.99846,-121.89131,37.99846,-121.89131,TRUE
207KRCK12,Kirker Creek ~0.3mi above Buchanan Rd,207KRCK12,,Kirker Creek,Kirker Creek,Kirker Creek ~0.3mi above Buchanan Rd,Non-reference,NP,5,,map view,,,,,FALSE,37.99459,-121.8941,NR,37.99459,-121.8941,37.99459,-121.8941,TRUE
207KRCK13,Kirker Creek ~0.6mi above Buchanan Rd,207KRCK13,,Kirker Creek,Kirker Creek,Kirker Creek ~0.6mi above Buchanan Rd,Non-reference,NP,5,,map view,,,,,FALSE,37.99101,-121.89491,NR,37.99101,-121.89491,37.99101,-121.89491,TRUE
